Party_Code,Party_Name,Item_Description,Make,Bill_No,Date,Packing,Batch_No,Qty,Free,Rate,Amount
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",FLU-Z 150 CAPSULE,DERMAS,ILS26G0457,05-01-2026,20X2 CAP,CS040,20.0,2.0,135.0,2700.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",KANACON-T 15GM,DERMAS,ILS26G0234,17-04-2026,15GM TUBE,E567,100.0,10.0,18.0,1800.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",KANACON-O OINTMENT,DERMAS,ILS26G0032,04-04-2026,15 GM,5062B,100.0,10.0,15.0,1500.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",MAXWHITE CREAM 20GM,DERMAS,ILS26G0227,16-04-2026,20 GM TUBE,C-634,88.0,8.0,44.0,3872.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",RAYNON-PRO 70SPF SUNSCREEN,DERMAS,ILS26G0032,04-04-2026,50 GM,AL0216,20.0,0.0,80.0,1600.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ACLON-SP TAB.,ISCON,ILS26G0234,17-04-2026,10X10 TAB,GAB26006,10.0,1.0,156.0,1560.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",AM-PM SOFTGEL CAP.,ISCON,ILS26G0457,05-01-2026,10X10 CAP,ALD5770D,5.0,0.0,130.0,650.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",DROZIN-25 TABLET,ISCON,ILS26G0457,05-01-2026,10X10 TAB,TG25-1951G,0.0,0.2,70.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",FRESHBANE MOUTHWASH,ISCON,ILS26G0457,05-01-2026,150ML BOT,GE66A,0.0,1.0,46.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",GODOXI-LB TABLET,ISCON,ILS26G0032,04-04-2026,10X10 BOX,GT25502A,10.0,1.0,210.0,2100.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",GO-MIGRAIN TABLET,ISCON,ILS26G0457,05-01-2026,10X10 BOX,GENT12333A,0.0,0.2,290.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES -  AMLA,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-259,0.0,3.0,40.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES -  COLLAGEN,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-261,0.0,3.0,40.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES -  EYE PROTECTIVE,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-263,0.0,3.0,40.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES -  TURMERIC AND GINGER,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-254,0.0,3.0,40.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES -  IMMUNITY BOOSTER,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-264,0.0,3.0,40.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES -  WEIGHT LOSS,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-265,0.0,3.0,40.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES - FEMALE VITALITY,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-256,0.0,3.0,39.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISCON GUMMIES - MALE VITALITY,ISCON,ILS26G0457,05-01-2026,10 NOS,GP-255,0.0,3.0,39.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",ISPO-100 CV DRY SYRUP,ISCON,ILS26G0457,05-01-2026,30 ML,CD0625007G,0.0,1.0,45.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",IZPO-200 TABLET,ISCON,ILS26G0457,05-01-2026,10X10 BOX,CT26146C,0.0,0.2,590.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",LULOZ ULTRA CREAM,ISCON,ILS26G0457,05-01-2026,15GM TUBE,EX-25250,0.0,2.0,21.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",PIROSIP SYRUP,ISCON,ILS26G0457,05-01-2026,200ML BOT,OML26151,0.0,1.0,72.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",RAYNON-S CREAM,ISCON,ILS26G0457,05-01-2026,50GM TUBE,BCC2507016,0.0,1.0,190.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",TRETCH STRETCH MARK CREAM,ISCON,ILS26G0457,05-01-2026,50GM TUBE,BCC2601011,0.0,1.0,160.0,0.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",WEWHITE NANO SHOT,ISCON,ILS26G0032,04-04-2026,4X5ML BOT,MNL-122560,10.0,0.0,80.0,800.0
AAF01,"AAFIYAT MEDICAL AND GENERAL STORES, MALEGAON",RE-PREG SACHET(ORANGE),OBGYN,ILS26G0032,04-04-2026,15X10 GM,NZS698,10.0,1.0,180.0,1800.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",ESOPLATE TAB.,ADIVYA,ILS26G0491,05-04-2026,10X15 TAB,AYT24024,1.0,0.0,235.0,235.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",TAMPRESS-4 TABLET,BI-CURE,ILS26G0312,22-04-2026,10X10 TAB,FT5267,10.0,0.0,85.0,850.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",CEFCON-CV TAB.,ISCON,ILS26G0095,04-07-2026,10X6 TAB,CTL26005A,3.0,0.0,400.0,1200.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",CZZ-500 D TABLET,ISCON,ILS26G0502,05-05-2026,10X15 BOX,MNT-112552,10.0,0.0,140.0,1400.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",ISCOZOLE-D CAP,ISCON,ILS26G0265,18-04-2026,15X20 STRIP,GCE25007B,1.45,0.0,205.0,297.25
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",KOOLRAFT SYRUP,ISCON,ILS26G0049,04-06-2026,150ML BOT,2506037,96.0,0.0,46.0,4416.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",RCON-D TABLET,ISCON,ILS26G0491,05-04-2026,10X10 TAB,TG250009AF,10.0,0.0,70.0,700.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",SERROF-DP TAB.,ISCON,ILS26G0312,22-04-2026,10X10 TAB,TGT0126083,20.0,0.0,95.0,1900.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",THROMEASE OINTMENT,ISCON,ILS26G0509,05-05-2026,20GM TUBE,E5K034A,60.0,0.0,22.0,1320.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",RHEUFA-5 TABLETS,OTHCURE,ILS26G0273,18-04-2026,10X1X10 BOX,VGT250091B,11.2,0.0,275.0,3080.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",DEFFE SUSPENSION,PEDIAISCON,ILS26G0280,20-04-2026,30 ML,OML26003A,200.0,0.0,13.0,2600.0
AAR03,"AARSH REMEDIES PVT LTD, AHMEDABAD",REE-D3 DROPS,PEDIAISCON,ILS26G0296,21-04-2026,30 ML,SM8101,100.0,0.0,12.0,1200.0
AAS04,"AASHA MEDICAL AGENCY, BANASKANTHA",BUDABEST-L RESPULES,ISCON,ILS26G0191,14-04-2026,10X5X2ML BOX,R115013E,20.0,0.0,390.0,7800.0
ADC01,"ADCTROGEN PHARMACEUTICAL PRIVATE LIMITED, AHMEDABAD",ELAC-T TABLET,OBGYN,ILS26G0060,04-06-2026,10X1X10 TAB,WEA/11039A,10.0,0.0,850.0,8500.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LIVO-M SYP. 200ML,ADIVYA,ILS26G0402,28-04-2026,200 ML,RP2634,288.0,0.0,22.0,6336.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LIVO-M SYP. 100ML,ADIVYA,ILS26G0394,27-04-2026,100 ML,RP3013,200.0,0.0,15.0,3000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LUCOMIN SYP.,ADIVYA,ILS26G0402,28-04-2026,200 ML,RP2882,360.0,0.0,21.0,7560.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SCODIN OIL 50ML.,ADIVYA,ILS26G0151,04-10-2026,50 ML,RP2705,240.0,0.0,27.0,6480.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SHAILEX-SF POWDER (SUGAR FREE),ADIVYA,ILS26G0151,04-10-2026,100 GM,RP3040,640.0,0.0,30.6,19584.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",BX-MONT TABLET,BENNEVOLAN,ILS26G0151,04-10-2026,10X10 BOX,24RT0697C,10.0,0.0,150.0,1500.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",DAYTON CREAM,DERMAS,ILS26G0151,04-10-2026,30 GM,C-894,150.0,0.0,45.0,6750.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",FLU-Z 200 TABLET,DERMAS,ILS26G0151,04-10-2026,60X1 TAB,CCT252483,100.0,0.0,220.0,22000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LICLAC LOTION,DERMAS,ILS26G0151,04-10-2026,30 ML,K/00957,120.0,0.0,26.0,3120.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SCABON-S SOAP.,DERMAS,ILS26G0151,04-10-2026,75 GM,PS0217,1080.0,0.0,25.0,27000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",WEWHITE PLUS TABLET,DERMAS,ILS26G0151,04-10-2026,10X1X10 BOX,AT2602-031,50.0,0.0,900.0,45000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ZETONE SOAP.,DERMAS,ILS26G0151,04-10-2026,75 GM,IZ-048,2400.0,0.0,27.0,64800.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",GIFT BALL PEN(ATOM),GIFT,ILS26G0151,04-10-2026,1 NOS,2026,0.0,50.0,10.0,0.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ACLON-P TAB.,ISCON,ILS26G0151,04-10-2026,10X10 TAB,25012068,50.0,0.0,60.0,3000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ACLON-MR TAB.,ISCON,ILS26G0151,04-10-2026,10X10 TAB,CCT25863B,20.0,0.0,119.0,2380.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ACLON-TP TAB.,ISCON,ILS26G0151,04-10-2026,10X10 TAB,GAE26001,50.0,0.0,640.0,32000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",MOXCLAO CL- 625 LB TABLET,ISCON,ILS26G0453,30-04-2026,10X10 BOX,TB260280B,487.0,0.0,550.0,267850.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",BENFLOX-DX DROPS,ISCON,ILS26G0394,27-04-2026,10 ML,26EC08K,500.0,0.0,12.0,6000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",BENMOX-KT EYE DROP,ISCON,ILS26G0269,18-04-2026,5 ML,24EK04L,100.0,50.0,11.0,1100.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",BL-MONT TABLET,ISCON,ILS26G0151,04-10-2026,10X10 TAB,MT260672,50.0,0.0,315.0,15750.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",CALOREX-XL SOFTGEL CAPS,ISCON,ILS26G0151,04-10-2026,10X15 CAP,CF-250230,10.0,0.0,250.0,2500.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",CEFIGYN 200 TABLET,ISCON,ILS26G0151,04-10-2026,10X10 BOX,T260180H,479.0,0.0,450.0,215550.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",CLIDICLON TABLET,ISCON,ILS26G0394,27-04-2026,20X10 TAB,BT25-736,50.0,0.0,140.0,7000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",COLYTE POWDER SACHET(ORANGE),ISCON,ILS26G0340,23-04-2026,21.8 GM,IO-01,2100.0,0.0,6.0,12600.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",COZITH 500-LB (5X10) TABLET,ISCON,ILS26G0151,04-10-2026,10X5 TAB,GAL25007H,50.0,0.0,610.0,30500.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ESOFATE-O SUSP.,ISCON,ILS26G0151,04-10-2026,100 ML,EEO-2601,1200.0,0.0,36.0,43200.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ISOZONE-S 1.5 INJ.,ISCON,ILS26G0151,04-10-2026,1 VIAL,CD26A-037E,600.0,0.0,34.0,20400.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",IZOFLUX TABLET,ISCON,ILS26G0151,04-10-2026,20X10 BOX,T250544,100.0,0.0,145.0,14500.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",IZPO-200 TABLET,ISCON,ILS26G0340,23-04-2026,10X10 BOX,CT26146C,100.0,0.0,450.0,45000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LEEBONN-500 TAB.,ISCON,ILS26G0151,04-10-2026,5X4X5 BOX,2505027,20.0,0.0,340.0,6800.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LIFCET-LV TAB.,ISCON,ILS26G0151,04-10-2026,10X10 BOX,TG26-0049K,100.0,0.0,40.0,4000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LIFCET-COLD SUPER TABLET,ISCON,ILS26G0151,04-10-2026,20X10 BOX,TG01260824,10.0,0.0,215.0,2150.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",MOCER TABLET NEW,ISCON,ILS26G0151,04-10-2026,20X10 TAB,2526829,236.8,0.0,94.0,22259.2
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",MOXYCON-CL-LB 625 TABLET (POUCH PACK),ISCON,ILS26G0151,04-10-2026,10X1X10 BOX,BTB26027,50.0,0.0,695.0,34750.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ONZYME SYP 200ML. 12%,ISCON,ILS26G0402,28-04-2026,200 ML,S-290/25,360.0,0.0,27.0,9720.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ONZYME DROP.,ISCON,ILS26G0151,04-10-2026,30 ML,SM8144,202.0,0.0,15.0,3030.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",RABESCON-DSR CAPSULES,ISCON,ILS26G0151,04-10-2026,10X15 BOX,APGC260078,490.0,0.0,195.0,95550.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",REE-D3 NANO SHOTS,ISCON,ILS26G0151,04-10-2026,4X5 ML,THL25190,200.0,0.0,45.0,9000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",ROXICON-150 TAB.,ISCON,ILS26G0151,04-10-2026,10X10 TAB,VGT253866,10.0,0.0,220.0,2200.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SCOFF-200 TAB.,ISCON,ILS26G0151,04-10-2026,10X10 TAB,WEB/02065A,20.0,0.0,150.0,3000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SPENTA-40 TAB.,ISCON,ILS26G0151,04-10-2026,10X10 TAB,OMT26007D,50.0,0.0,96.0,4800.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SPENTA INJ.,ISCON,ILS26G0151,04-10-2026,1 VIAL,UGD-25172A,600.0,0.0,11.0,6600.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",TRICYCON SYP.,ISCON,ILS26G0151,04-10-2026,200 ML,OML26051B,216.0,0.0,27.0,5832.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",VORYX-200 TABLET,ISCON,ILS26G0151,04-10-2026,10X1X4 BOX,VGT260142B,30.0,0.0,1200.0,36000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LETROVA 2.5 MG TAB,OBGYN,ILS26G0151,04-10-2026,10X1X5 BOX,MT25157-A,10.0,0.0,150.0,1500.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",PILL-ON TABLET,OBGYN,ILS26G0151,04-10-2026,10X1X21 BOX,UHT26103,10.0,0.0,185.0,1850.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",PREDERA-8 TAB,OBGYN,ILS26G0151,04-10-2026,10X10 TAB,FT6111,100.0,0.0,170.0,17000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",RE-PREG SACHET(ORANGE),OBGYN,ILS26G0151,04-10-2026,15X10 GM,NZS698,50.0,0.0,160.0,8000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",WESURE-F TABLET,OBGYN,ILS26G0388,27-04-2026,10X1X10 TAB,NPT-1541,15.0,0.0,325.0,4875.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",CEFCON-100 LB DRY SYRUP WFI,PEDIAISCON,ILS26G0151,04-10-2026,30 ML,D250815D,1000.0,0.0,29.0,29000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",LIFART-L SYP.,PEDIAISCON,ILS26G0151,04-10-2026,30 ML,L031707-25,1200.0,0.0,25.0,30000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",MOXYCON-CL 457 (WFI) DSYP,PEDIAISCON,ILS26G0151,04-10-2026,30 ML,BDG25056B,400.0,0.0,45.0,18000.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SALBRON-P 60ML SYP.,PEDIAISCON,ILS26G0402,28-04-2026,60 ML,OML25178B,600.0,0.0,17.0,10200.0
AKA01,"AKASH MEDICAL AGENCIES, JAUNPUR",SALBRON-P 100ML SYP.,PEDIAISCON,ILS26G0151,04-10-2026,100 ML,OML26016A,240.0,0.0,25.0,6000.0
AKA08,"AKASH PHARMA, THRISSUR",SERROF-10 TAB.,ISCON,ILS26G0259,18-04-2026,10X10 TAB,TG26-0286A,20.0,2.0,75.0,1500.0
ALI03,"ALINOISS PHARMACEUTICALS, SURAT",RADIN SUSPENSION,PEDIAISCON,ILS26G0541,05-07-2026,100 ML,S25L124,119.0,1.0,21.0,2499.0
ALS01,"ALSYMEDPHARMA, TIRUNELVELI",ISOPROT-MOM PROTEIN POWDER,ISCON,ILS26G0051,04-06-2026,200 GM,LA230,48.0,0.0,85.0,4080.0
ANN03,"ANNAI MEDICALS, THANJAVUR",DIVA SOAP.,DERMAS,ILS26G0054,04-06-2026,75 GM,DI-013,150.0,0.0,31.04,4656.0
ANN03,"ANNAI MEDICALS, THANJAVUR",I-CLAMINE LOTION,DERMAS,ILS26G0054,04-06-2026,1X100 ML,4131,200.0,0.0,32.98,6596.0
ANN03,"ANNAI MEDICALS, THANJAVUR",SCABON-S SOAP.,DERMAS,ILS26G0054,04-06-2026,75 GM,PS0217,108.0,0.0,24.25,2619.0
ANN03,"ANNAI MEDICALS, THANJAVUR",AM-PM SOFTGEL CAP.,ISCON,ILS26G0054,04-06-2026,10X10 CAP,ALD5770D,15.0,0.0,126.1,1891.5
ANN03,"ANNAI MEDICALS, THANJAVUR",APHLIN-N TABLET,ISCON,ILS26G0054,04-06-2026,10X10 TAB,GT25649C,3.0,0.0,339.5,1018.5
ANN03,"ANNAI MEDICALS, THANJAVUR",APHLIN-DM TAB,ISCON,ILS26G0054,04-06-2026,10X1X10 STRIP,VGT260403G,3.0,0.0,378.3,1134.9
ANN03,"ANNAI MEDICALS, THANJAVUR",DRONE-M,ISCON,ILS26G0054,04-06-2026,10X10 BOX,26RT0126F,20.0,0.0,126.1,2522.0
ANN03,"ANNAI MEDICALS, THANJAVUR",ESOFATE SUSP.,ISCON,ILS26G0347,24-04-2026,200 ML,SP251259,144.0,0.0,40.16,5783.04
ANN03,"ANNAI MEDICALS, THANJAVUR",ISOGEL SUSP. (REGULAR),ISCON,ILS26G0054,04-06-2026,170 ML,DLS6042,192.0,0.0,21.34,4097.28
ANN03,"ANNAI MEDICALS, THANJAVUR",LIFCO-D SYP.,ISCON,ILS26G0347,24-04-2026,100 ML,25KL012,72.0,0.0,18.43,1326.96
ANN03,"ANNAI MEDICALS, THANJAVUR",NUPLEX-L 100ML SYP.,ISCON,ILS26G0347,24-04-2026,100 ML,SM7815,120.0,0.0,15.71,1885.2
ANN03,"ANNAI MEDICALS, THANJAVUR",OXYRICH CAP.,ISCON,ILS26G0054,04-06-2026,10X1X10 CAP,MNC-12613,3.0,0.0,150.35,451.05
ANN03,"ANNAI MEDICALS, THANJAVUR",REE-400 SOFTGEL CAPS (DRUG),ISCON,ILS26G0347,24-04-2026,10X1X10 STRIP,HPDC26147,30.0,0.0,324.95,9748.5
ANN03,"ANNAI MEDICALS, THANJAVUR",RIFASER 400 TABLET,ISCON,ILS26G0347,24-04-2026,10X1X10 BOX,FT6083A,5.0,0.0,1086.4,5432.0
ANN03,"ANNAI MEDICALS, THANJAVUR",VITSEE TAB.,ISCON,ILS26G0054,04-06-2026,10X15 TAB,EHV-192,3.0,0.0,164.9,494.7
ANN03,"ANNAI MEDICALS, THANJAVUR",XTRA-M TAB.,OBGYN,ILS26G0054,04-06-2026,10X1X10 BOX,GER25002,50.0,10.0,494.7,24735.0
ANN03,"ANNAI MEDICALS, THANJAVUR",IB-MOL SUSPENSION,PEDIAISCON,ILS26G0347,24-04-2026,100ML BOT,OML25183B,72.0,0.0,17.46,1257.12
ANU05,"ANUJ PHARMA, RAJKOT",ABYBABY DIAPER RASH CREAM,ABY BABY,ILS26G0185,14-04-2026,60 ML,AL0416,10.0,0.0,38.25,382.5
ANU05,"ANUJ PHARMA, RAJKOT",DICLONEE SPRAY,BENNEVOLAN,ILS26G0452,27-04-2026,50ML BOT,EB-012,50.0,5.0,47.6,2380.0
ANU05,"ANUJ PHARMA, RAJKOT",TELBICURE-CT TABLET,BI-CURE,ILS26G0185,14-04-2026,10X10 BOX,24RT1067A,5.0,0.0,126.65,633.25
ANU05,"ANUJ PHARMA, RAJKOT",BENOXY-CL SOAP,DERMAS,ILS26G0185,14-04-2026,75GM NOS,BC-002,24.0,0.0,17.85,428.4
ANU05,"ANUJ PHARMA, RAJKOT",DIVA CREAM (JAR),DERMAS,ILS26G0452,27-04-2026,75 GM,4232,15.0,0.0,23.8,357.0
ANU05,"ANUJ PHARMA, RAJKOT",KANACON-100 CAP,DERMAS,ILS26G0452,27-04-2026,10X10 BOX,F078,3.0,0.0,276.25,828.75
ANU05,"ANUJ PHARMA, RAJKOT",DERMASLOVE RAYFLUX SERUM,DERMAS,ILS26G0452,27-04-2026,30ML BOT,AL0440,3.0,0.0,93.5,280.5
ANU05,"ANUJ PHARMA, RAJKOT",MAXWHITE ULTRA CREAM,DERMAS,ILS26G0291,20-04-2026,20 GM,K/00762,10.0,0.0,65.45,654.5
ANU05,"ANUJ PHARMA, RAJKOT",TRESSTREATS SHAMPOO,DERMAS,ILS26G0452,27-04-2026,100 ML,SH-030,10.0,0.0,93.5,935.0
ANU05,"ANUJ PHARMA, RAJKOT",UREMAX CREAM,DERMAS,ILS26G0185,14-04-2026,75 GM,0064,9.0,0.0,28.05,252.45
ANU05,"ANUJ PHARMA, RAJKOT",ZETONE SOAP.,DERMAS,ILS26G0185,14-04-2026,75 GM,IZ-048,24.0,0.0,25.5,612.0
ANU05,"ANUJ PHARMA, RAJKOT",GIFT KEY RING,GIFT,ILS26G0452,27-04-2026,1 NOS,1,0.0,5.0,8.5,0.0
ANU05,"ANUJ PHARMA, RAJKOT",GIFT BALL PEN(ATOM),GIFT,ILS26G0452,27-04-2026,1 NOS,2026,0.0,10.0,8.5,0.0
ANU05,"ANUJ PHARMA, RAJKOT",BENFLOX-DX DROPS,ISCON,ILS26G0452,27-04-2026,10 ML,26EC08K,70.0,0.0,10.2,714.0
ANU05,"ANUJ PHARMA, RAJKOT",CLIDICLON TABLET,ISCON,ILS26G0452,27-04-2026,20X10 TAB,BT25-736,3.0,0.0,131.75,395.25
ANU05,"ANUJ PHARMA, RAJKOT",CMT-TEAR EYE DROP.,ISCON,ILS26G0291,20-04-2026,10 ML,25EJ31A,70.0,0.0,9.78,684.6
ANU05,"ANUJ PHARMA, RAJKOT",COLYTE POWDER SACHET(ORANGE),ISCON,ILS26G0291,20-04-2026,21.8 GM,IO-01,180.0,0.0,5.1,918.0
ANU05,"ANUJ PHARMA, RAJKOT",COLYTE ORANGE DRINK,ISCON,ILS26G0291,20-04-2026,180 ML,1G25023,96.0,0.0,16.15,1550.4
ANU05,"ANUJ PHARMA, RAJKOT",COLYTE POWDER SACHET(LEMON),ISCON,ILS26G0291,20-04-2026,21.8 GM,IO-24,180.0,0.0,5.1,918.0
ANU05,"ANUJ PHARMA, RAJKOT",CZZ-500 D TABLET,ISCON,ILS26G0185,14-04-2026,10X15 BOX,MNT-112552,3.0,0.0,174.25,522.75
ANU05,"ANUJ PHARMA, RAJKOT",DICLONEX-MR TAB.,ISCON,ILS26G0452,27-04-2026,10X10 BOX,VG253871,5.0,0.0,93.5,467.5
ANU05,"ANUJ PHARMA, RAJKOT",DICLONEX-P TAB.,ISCON,ILS26G0185,14-04-2026,10X10 BOX,26RT0158C,5.0,0.0,63.75,318.75
ANU05,"ANUJ PHARMA, RAJKOT",ISCON GUMMIES - BIOTIN,ISCON,ILS26G0291,20-04-2026,1X30 NOS,GP-49,10.0,0.0,91.8,918.0
ANU05,"ANUJ PHARMA, RAJKOT",KETOCOS-DT TABLET,ISCON,ILS26G0291,20-04-2026,10X15 TAB,VGT260451D,3.0,0.0,110.5,331.5
ANU05,"ANUJ PHARMA, RAJKOT",LEEBONN-250 TAB.,ISCON,ILS26G0185,14-04-2026,10X10 BOX,HT-260134,3.0,0.0,199.75,599.25
ANU05,"ANUJ PHARMA, RAJKOT",LULOZ ULTRA CREAM,ISCON,ILS26G0452,27-04-2026,15GM TUBE,EX-25250,20.0,0.0,17.85,357.0
ANU05,"ANUJ PHARMA, RAJKOT",MECOSON-MD TABLET,ISCON,ILS26G0291,20-04-2026,10X10 BOX,SBT-2363,3.0,0.0,144.5,433.5
ANU05,"ANUJ PHARMA, RAJKOT",PREGALIFE-75 SR TABLET,ISCON,ILS26G0452,27-04-2026,10X10 BOX,VGT261113,5.0,0.0,123.25,616.25
ANU05,"ANUJ PHARMA, RAJKOT",RCON-LSR CAP.,ISCON,ILS26G0185,14-04-2026,10X10 CAP,GCI25009B,3.0,0.0,170.0,510.0
ANU05,"ANUJ PHARMA, RAJKOT",SUPRON EAR DROP,ISCON,ILS26G0291,20-04-2026,5ML BOT,NB08X155E,100.0,0.0,10.2,1020.0
ANU05,"ANUJ PHARMA, RAJKOT",TARON-P TABLET,ISCON,ILS26G0452,27-04-2026,20X10 STRIP,T5313F,20.0,0.0,170.0,3400.0
